High,Low,Open,Volume,"_time",stock
"82.37","78.42","81.57",2699096,"1511913600.000000",BCUP
"148.6802","147.2864","147.9059",5095366,"1511913600.000000",PWNY
"82.84","81.111","82.57",2469577,"1511827200.000000",BCUP
"148.022","146.8315","147.4606",3961716,"1511827200.000000",PWNY
"84.52","81.82",84,2068252,"1511740800.000000",BCUP
"147.5961","146.754","147.1799",3304050,"1511740800.000000",PWNY
"84.47","83.57","83.76",584828,"1511481600.000000",BCUP
"147.3154","146.4734","147.0735",1193025,"1511481600.000000",PWNY
"84.59","83.16","83.78",1422757,"1511308800.000000",BCUP
"147.4993","146.4734","147.1218",3212788,"1511308800.000000",PWNY
"84.88","81.26","81.32",3394349,"1511222400.000000",BCUP
"147.5574","146.3475","146.4443",3665087,"1511222400.000000",PWNY
"81.7","80.39","81.04",3604493,"1511136000.000000",BCUP
"147.0735","145.0892","145.8055",5655753,"1511136000.000000",PWNY
"81.99","78.22","79.04",13218040,"1510876800.000000",BCUP
"145.3312","144.0536","144.5472",4876732,"1510876800.000000",PWNY
"69.89","68.3","68.3",3621754,"1510790400.000000",BCUP
"144.8473","142.7663","142.9889",5446079,"1510790400.000000",PWNY
"68.45","67.01",68,1196284,"1510704000.000000",BCUP
"143.9326","141.5186","143.2502",4700553,"1510704000.000000",PWNY
"68.8","67.39","67.51",1847466,"1510617600.000000",BCUP
"144.1891","142.7566","143.2018",3742498,"1510617600.000000",PWNY
"70.25","67.68","69.75",2061444,"1510531200.000000",BCUP
"144.2181","143.1728","144.102",5104982,"1510531200.000000",PWNY
"70.96","69.71","70.36",1847759,"1510272000.000000",BCUP
"146.0475","144.3536","145.8152",4306433,"1510272000.000000",PWNY
"71.46","69.36","70.33",1460431,"1510185600.000000",BCUP
"146.9283","145.0505","145.1183",4776316,"1510185600.000000",PWNY
"71.31","67.91","68.1",2555796,"1510099200.000000",BCUP
"146.9228","145.457","146.7347",4632718,"1510099200.000000",PWNY
"69.24","67.74","68.69",856914,"1510012800.000000",BCUP
"146.6476","145.67","146.5121",3692491,"1510012800.000000",PWNY
"69.11","67.63","67.63",1065638,"1509926400.000000",BCUP
"146.9476","145.457","146.8992",4498535,"1509926400.000000",PWNY
"67.67","65.73","65.88",999693,"1509667200.000000",BCUP
"148.5447","146.6282","148.4963",4430810,"1509667200.000000",PWNY
"66.96","66.17","66.6",997941,"1509580800.000000",BCUP
"149.5319","148.0026","149.2319",3396982,"1509580800.000000",PWNY
"67.779","66.52","67.56",2168663,"1509494400.000000",BCUP
"149.9288","148.8931","149.1545",3236863,"1509494400.000000",PWNY
"67.8297","66.51","66.68",1496238,"1509408000.000000",BCUP
"149.9578","148.022","149.3771",4260973,"1509408000.000000",PWNY
"66.83","65.61","66.74",1097828,"1509321600.000000",BCUP
"149.6287","147.8091","148.8254",4210002,"1509321600.000000",PWNY
"67.47","66.5","67.2",1579135,"1509062400.000000",BCUP
"149.6674","148.0036","149.5803",4895137,"1509062400.000000",PWNY
"66.72","65.1","65.24",1362509,"1508976000.000000",BCUP
"150.1417","148.6124","149.3577",4297634,"1508976000.000000",PWNY
"66.31","64.76","66.19",1245195,"1508889600.000000",BCUP
"151.3516","148.1478","151.0032",6917768,"1508889600.000000",PWNY
"65.7","63.85","64.33",1455281,"1508803200.000000",BCUP
"154.5747","150.1911","154.5263",8175300,"1508803200.000000",PWNY
"65.2","64.01","64.85",1002529,"1508716800.000000",BCUP
"157.2946","154.4199","156.8493",5778231,"1508716800.000000",PWNY
"64.58","63.71","63.9",830496,"1508457600.000000",BCUP
"157.2655","154.6425","155.9008",7866470,"1508457600.000000",PWNY
"63.61","62.39","62.58",1677602,"1508371200.000000",BCUP
"155.7943","153.9795","154.6715",9910695,"1508371200.000000",PWNY
"64.35","63.26","64.03",1326612,"1508284800.000000",BCUP
"156.0556","151.913","152.0775",30473410,"1508284800.000000",PWNY
"64.975","63.97","64.31",2619035,"1508198400.000000",BCUP
"142.3985","141.4886","141.9242",6178625,"1508198400.000000",PWNY
"64.3","63.465","63.8",1857053,"1508112000.000000",BCUP
"142.9308","141.808","142.4953",3041919,"1508112000.000000",PWNY
"63.86","63.13","63.59",1808713,"1507852800.000000",BCUP
"143.105","142.2242","142.7469",2505942,"1507852800.000000",PWNY
"63.75","62.81","63.47",1855197,"1507766400.000000",BCUP
"143.1438","142.0597","142.8243",3304653,"1507766400.000000",PWNY
"64.5","63.28","64.02",1559211,"1507680000.000000",BCUP
"143.7051","142.5533","143.6374",3701258,"1507680000.000000",PWNY
"66.31","63.14","65.83",3386064,"1507593600.000000",BCUP
"144.1697","142.9115","142.9695",4029617,"1507593600.000000",PWNY
"67.14","65.43","67.14",1105767,"1507507200.000000",BCUP
"143.047","141.6532","141.7984",2682506,"1507507200.000000",PWNY
"66.9","66.04","66.05",816094,"1507248000.000000",BCUP
"142.1371","141.6241","141.9339",2620902,"1507248000.000000",PWNY
"66.53","65.88","66.37",1019360,"1507161600.000000",BCUP
"142.805","141.779","141.9726",2686485,"1507161600.000000",PWNY
"66.27","64.64","65.26",2423927,"1507075200.000000",BCUP
"142.3017","141.4209","142.2823",2243214,"1507075200.000000",PWNY
"66.72","65.38","66.18",2133061,"1506988800.000000",BCUP
"142.4758","141.6435","141.9823",2302599,"1506988800.000000",PWNY
"67.36","64.5","64.78",2040055,"1506902400.000000",BCUP
"142.1516","140.5498","140.6853",2973073,"1506902400.000000",PWNY
"67.32","66.25",67,2100672,"1506643200.000000",BCUP
"141.0144","140.2691","140.7821",2644598,"1506643200.000000",PWNY
"67.58","66.72","67.37",1160155,"1506556800.000000",BCUP
"141.1789","139.5819","140.6659",2774541,"1506556800.000000",PWNY
68,"66.98","67.17",1160092,"1506470400.000000",BCUP
"142.1855","140.3755","141.9726",3496366,"1506470400.000000",PWNY
"68.3983","66.82","68.24",1321001,"1506384000.000000",BCUP
"142.6888","141.2563","141.6629",4107436,"1506384000.000000",PWNY
"69.61","66.88","69.46",1880450,"1506297600.000000",BCUP
"141.3434","140.2594","140.4626",5210283,"1506297600.000000",PWNY
"69.61","68.07","68.49",1607186,"1506038400.000000",BCUP
"140.9176","139.9497","140.9176",2792199,"1506038400.000000",PWNY
"68.82","67.25","68.69",1627766,"1505952000.000000",BCUP
"141.209","140.4433","140.9756",2520055,"1505952000.000000",PWNY
"69.2","66.85",68,3485393,"1505865600.000000",BCUP
"141.1983","139.7851","140.2787",5446399,"1505865600.000000",PWNY
"68.61","68.01","68.59",702512,"1505779200.000000",BCUP
"140.3271","139.5915","140.1432",3464383,"1505779200.000000",PWNY
"68.5","67.47","67.47",1448436,"1505692800.000000",BCUP
"140.811","139.6399","140.1626",3019313,"1505692800.000000",PWNY
"67.725","66.96","67.53",1281909,"1505433600.000000",BCUP
"140.511","139.456","140.1723",7373777,"1505433600.000000",PWNY
"67.98","66.5",67,1380482,"1505347200.000000",BCUP
"141.6822","140.8401","141.1789",3754007,"1505347200.000000",PWNY
"67.94",67,"67.47",1647186,"1505260800.000000",BCUP
"141.5951","140.6756","140.6853",4098201,"1505260800.000000",PWNY
"68.2","67.45","68.2",1145461,"1505174400.000000",BCUP
"141.6725","139.8722","140.453",5239033,"1505174400.000000",PWNY
"68.49","67.4","67.65",1499360,"1505088000.000000",BCUP
"140.4723","138.4204","138.9334",4611086,"1505088000.000000",PWNY
"68.76","67.12","68.48",1104476,"1504828800.000000",BCUP
"138.5559","137.0943","138.5559",3362498,"1504828800.000000",PWNY
"68.85","67.99","68.14",1412811,"1504742400.000000",BCUP
"139.9981","137.8396","139.4754",4188154,"1504742400.000000",PWNY
"68.08","66.95","67.45",1598261,"1504656000.000000",BCUP
"139.8335","138.8946","139.2624",3267586,"1504656000.000000",PWNY
"68.44","66.61","68.34",1947042,"1504569600.000000",BCUP
"139.7246","138.1203","138.8946",3098684,"1504569600.000000",PWNY
"67.65","66.76",67,1429293,"1504224000.000000",BCUP
"139.8625","138.3913","138.3913",3348757,"1504224000.000000",PWNY
"67.16","65.68","65.99",1683015,"1504137600.000000",BCUP
"139.0495","138.0526","138.43",3650650,"1504137600.000000",PWNY
"65.71","64.095","64.16",1079791,"1504051200.000000",BCUP
"138.6817","137.8396","138.6623",2733727,"1504051200.000000",PWNY
"65.15","63.2","63.35",1713392,"1503964800.000000",BCUP
"138.822","137.346","137.5396",3008013,"1503964800.000000",PWNY
"65.5","63.64",65,2470891,"1503878400.000000",BCUP
"139.9206","137.8203","139.4851",5131244,"1503878400.000000",PWNY
"67.54","64.9","66.56",8354958,"1503619200.000000",BCUP
"139.5625","138.6527","138.7011",2871315,"1503619200.000000",PWNY
"61.36","60.1","60.68",2638047,"1503532800.000000",BCUP
"139.0689","137.6848","137.9267",3590994,"1503532800.000000",PWNY
"60.755","59.85","60.34",1356331,"1503446400.000000",BCUP
"138.4591","136.1651","136.1845",4048117,"1503446400.000000",PWNY
"61.15","60.17","60.17",1617785,"1503360000.000000",BCUP
"136.6201","135.8748","136.1264",2544345,"1503360000.000000",PWNY
"60.05","59.082","59.2",810795,"1503273600.000000",BCUP
"135.9135","134.6649","135.1101",3188408,"1503273600.000000",PWNY
"59.83","58.6","59.04",766427,"1503014400.000000",BCUP
"136.6201","135.1004","136.349",4151484,"1503014400.000000",PWNY
"60.92","59.1","60.62",1440404,"1502928000.000000",BCUP
"138.3042","136.1845","137.9461",4357359,"1502928000.000000",PWNY
"61.05","58.31","58.37",1723308,"1502841600.000000",BCUP
"138.3236","137.0653","137.2395",3287450,"1502841600.000000",PWNY
"58.93","57.42","58.65",815009,"1502755200.000000",BCUP
"138.7398","136.0684","137.9751",4681540,"1502755200.000000",PWNY
"59.38","58.56","58.78",1157918,"1502668800.000000",BCUP
"138.1784","137.3847","137.4428",2244010,"1502668800.000000",PWNY
"58.36","56.8065","56.81",1057275,"1502409600.000000",BCUP
"138.0138","136.9782","137.8783",3004080,"1502409600.000000",PWNY
"58.68","56.795","58.68",1218735,"1502323200.000000",BCUP
"137.8493","136.6975","137.0943",4524754,"1502323200.000000",PWNY
"59.13","58.46","58.55",741047,"1502236800.000000",BCUP
"137.4718","136.6588","137.2008",2925024,"1502236800.000000",PWNY
"59.47","58.46","58.86",958231,"1502150400.000000",BCUP
"138.1784","137.4428","137.4428",3295007,"1502150400.000000",PWNY
"59.9","58.91","59.9",980313,"1502064000.000000",BCUP
"140.4336","138.1687","140.3465",4615775,"1502064000.000000",PWNY
"60.02","59.1","59.49",626725,"1501804800.000000",BCUP
"140.724","139.7658","140.3465",2549397,"1501804800.000000",PWNY
"59.8","58.76","58.98",1164304,"1501718400.000000",BCUP
"140.6756","139.7948","139.7948",3034711,"1501718400.000000",PWNY
"60.57","58.385","60.54",1116115,"1501632000.000000",BCUP
"140.6272","139.5915","140.4626",3433707,"1501632000.000000",PWNY
"60.55","59.8","60.38",927893,"1501545600.000000",BCUP
"140.995","140.0755","140.3465",3201765,"1501545600.000000",PWNY
"60.5","59.45","60.22",1209130,"1501459200.000000",BCUP
"140.2787","139.5431","139.7464",4342497,"1501459200.000000",PWNY
"60.51","59.89","60.33",1343109,"1501200000.000000",BCUP
"140.3852","139.2237","140.1626",3054692,"1501200000.000000",PWNY
"62.2","59.05","62.2",1211433,"1501113600.000000",BCUP
"140.7288","139.0301","140.3465",6375899,"1501113600.000000",PWNY
"62.11","61.3","61.78",751274,"1501027200.000000",BCUP
"141.7596","139.8335","141.5757",3928866,"1501027200.000000",PWNY
"61.87","60.55","61.23",617321,"1500940800.000000",BCUP
"142.7566","141.3434","141.8661",4207232,"1500940800.000000",PWNY
"61.365","60.82","61.16",845018,"1500854400.000000",BCUP
"142.321","141.1208","142.2823",3877119,"1500854400.000000",PWNY
"61.3751","60.72","61.22",664177,"1500595200.000000",BCUP
"143.1244","141.808","142.8534",6509258,"1500595200.000000",PWNY
"62.1331","61.11","62.02",1630570,"1500508800.000000",BCUP
"144.0536","142.3114","142.7953",7175441,"1500508800.000000",PWNY
"62.3","61.16","61.16",1819080,"1500422400.000000",BCUP
"145.428","142.0016","145.2054",14292020,"1500422400.000000",PWNY
"60.95","59.9","59.98",1024510,"1500336000.000000",BCUP
"149.3384","147.1218","147.4703",7435556,"1500336000.000000",PWNY
"60.47","59.69","59.94",2305991,"1500249600.000000",BCUP
"148.9415","147.354","148.6608",4753260,"1500249600.000000",PWNY
"60.56","59.56","60.2",994472,"1499990400.000000",BCUP
"149.6529","148.4769","149.0673",3256144,"1499990400.000000",PWNY
"61.21","60.23","60.97",1840817,"1499904000.000000",BCUP
"149.2416","148.2737","148.7673",2476080,"1499904000.000000",PWNY
"61.655","58.65","59.2",2807462,"1499817600.000000",BCUP
"149.29","148.1382","148.5544",3097831,"1499817600.000000",PWNY
"59.05","57.4801","57.66",1482809,"1499731200.000000",BCUP
"148.7189","147.1702","148.3414",3447509,"1499731200.000000",PWNY
"58.14","57.08","57.43",1213970,"1499644800.000000",BCUP
"148.9512","147.7316","148.0026",3410665,"1499644800.000000",PWNY
"57.37","56.305","56.46",863584,"1499385600.000000",BCUP
"148.564","147.2574","147.722",2383896,"1499385600.000000",PWNY
"56.84","55.97","56.16",1054899,"1499299200.000000",BCUP
"148.8931","147.3445","148.4382",2756760,"1499299200.000000",PWNY
"56.98","55.97","56.26",906269,"1499212800.000000",BCUP
"150.887","148.6995","150.7709",3561287,"1499212800.000000",PWNY
"57.53","56.13","57.34",777153,"1499040000.000000",BCUP
"151.0177","148.5931","148.6511",2822651,"1499040000.000000",PWNY
"57.82","56.86","57.7",1333667,"1498780800.000000",BCUP
"149.5416","148.2253","149.3287",3571536,"1498780800.000000",PWNY
"57.9","56.35","57.01",3341856,"1498694400.000000",BCUP
"150.7418","148.6899","150.3643",3261684,"1498694400.000000",PWNY
"57.5","56.18","56.53",2481470,"1498608000.000000",BCUP
"150.5579","149.8126","150.1708",2214240,"1498608000.000000",PWNY
"57.54","55.92","57.54",1805222,"1498521600.000000",BCUP
"150.3547","149.5416","150.0256",2386491,"1498521600.000000",PWNY
"59.29","57.67","58.44",1202537,"1498435200.000000",BCUP
"150.7515","149.6674","149.7449",2152542,"1498435200.000000",PWNY
"59.09","58.28","58.78",1845743,"1498176000.000000",BCUP
"149.7158","148.8641","149.3868",3282201,"1498176000.000000",PWNY
"59.0803","58.07","58.26",1642801,"1498089600.000000",BCUP
"150.0159","148.7576","149.59",2376471,"1498089600.000000",PWNY
"58.02","56.71","57.24",1623360,"1498003200.000000",BCUP
"150.7902","148.4672","150.7902",3958819,"1498003200.000000",PWNY
"57.8","56.84","57.6",1371189,"1497916800.000000",BCUP
"150.4021","149.2996","149.5223",4479369,"1497916800.000000",PWNY
"58.25","57.27","57.94",1222341,"1497830400.000000",BCUP
"150.858","149.5803","150.5192",4536193,"1497830400.000000",PWNY
"58.66","57.19","57.68",2095735,"1497571200.000000",BCUP
"150.4321","148.0584","149.2803",6373354,"1497571200.000000",PWNY
"58.08","54.17","54.31",2968821,"1497484800.000000",BCUP
"149.7255","148.3704","148.3704",4651727,"1497484800.000000",PWNY
"58.51","56.6401","58.21",1628370,"1497398400.000000",BCUP
"149.9674","148.0317","149.0286",3043704,"1497398400.000000",PWNY
"58.89","57.68","58.15",2135486,"1497312000.000000",BCUP
"150.4902","149.2028","150.4514",3523529,"1497312000.000000",PWNY
"57.81","55.21","57.43",4046529,"1497225600.000000",BCUP
"152.155","149.077","149.2416",6461729,"1497225600.000000",PWNY
"61.79","57.68","61.47",3025354,"1496966400.000000",BCUP
"149.3142","147.0057","147.1218",4356544,"1496966400.000000",PWNY
"61.69","60.98","61.52",1759957,"1496880000.000000",BCUP
"147.9155","146.0765","146.1539",3693150,"1496880000.000000",PWNY
"62.9304","61.05","62.78",1535590,"1496793600.000000",BCUP
"149.2512","145.9604","148.1382",4859095,"1496793600.000000",PWNY
"63.56","62.16","62.38",1146110,"1496707200.000000",BCUP
"147.9833","147.1218","147.1218",3797173,"1496707200.000000",PWNY
63,"62.36","62.51",1433266,"1496620800.000000",BCUP
"148.022","146.8146","146.9476",3975068,"1496620800.000000",PWNY
"62.76","61.365","61.46",1467227,"1496361600.000000",BCUP
"148.2833","146.9283","148.1575",3581773,"1496361600.000000",PWNY
62,"60.94","61.59",1630227,"1496275200.000000",BCUP
"147.9639","146.7637","147.8962",2918122,"1496275200.000000",PWNY
"61.84","60.69","61.84",1593947,"1496188800.000000",BCUP
"147.8962","146.7831","147.1509",3541249,"1496188800.000000",PWNY
"63.2","60.5166","62.4",3772718,"1496102400.000000",BCUP
"147.7703","146.725","147.0735",3665972,"1496102400.000000",PWNY
"63.9","61.6001","63.45",10078490,"1495756800.000000",BCUP
"148.0898","147.1799","147.9446",2443298,"1495756800.000000",PWNY
"67.67","66.35","66.6",3514413,"1495670400.000000",BCUP
"148.7963","148.0374","148.3317",2581674,"1495670400.000000",PWNY
"67.09","65.6901","66.91",1751872,"1495584000.000000",BCUP
"147.8575","146.3766","147.3251",3732394,"1495584000.000000",PWNY
"67.3","65.345","66.99",1333368,"1495497600.000000",BCUP
"148.7479","147.0444","147.6736",2564503,"1495497600.000000",PWNY
"66.58","65.64","66.39",1309006,"1495411200.000000",BCUP
"147.9349","146.7339","147.2186",3302089,"1495411200.000000",PWNY
"67.63","65.58","65.98",1504705,"1495152000.000000",BCUP
"147.5671","146.0475","146.1636",5622348,"1495152000.000000",PWNY
"65.93","64.42","65.93",1735826,"1495065600.000000",BCUP
"146.4734","145.2925","146.0184",3273575,"1495065600.000000",PWNY
"68.13","66.09","67.83",1114133,"1494979200.000000",BCUP
"149.1932","146.0475","148.3801",5189187,"1494979200.000000",PWNY
"69.1012","68.33","68.74",1753679,"1494892800.000000",BCUP
"149.048","146.7928","146.7928",5510363,"1494892800.000000",PWNY
"69.23","67.5401","67.91",1598357,"1494806400.000000",BCUP
"146.9573","145.6218","145.7861",4228909,"1494806400.000000",PWNY
"67.75","66.77","67.14",660008,"1494547200.000000",BCUP
"146.4104","145.186","145.4764",3715292,"1494547200.000000",PWNY
"67.735","66.92","67.37",654998,"1494460800.000000",BCUP
"146.2991","144.9828","146.2023",5624852,"1494460800.000000",PWNY
"67.77","66.76","66.79",1009347,"1494374400.000000",BCUP
"147.48","146.2798","146.784",4996776,"1494374400.000000",PWNY
"66.79",66,"66.66",786714,"1494288000.000000",BCUP
"148.1865","146.6913","147.7026",6851286,"1494288000.000000",PWNY
"67.39","66.05","66.68",742335,"1494201600.000000",BCUP
"148.5447","147.3154","147.8962",7490980,"1494201600.000000",PWNY
"67.08","65.89","66.2",917276,"1493942400.000000",BCUP
"150.7805","148.0898","148.5931",12513610,"1493942400.000000",PWNY
"66.28","64.81","65.1",884321,"1493856000.000000",BCUP
"154.0327","153.2777","153.7907",4278599,"1493856000.000000",PWNY
"65.26","64.37","65.24",901253,"1493769600.000000",BCUP
"154.3328","153.4326","153.6455",3993234,"1493769600.000000",PWNY
"65.5","64.608","65.32",1335750,"1493683200.000000",BCUP
"154.3715","153.5488","154.3231",3150934,"1493683200.000000",PWNY
"65.38","64.19","64.49",1019662,"1493596800.000000",BCUP
"155.2716","153.6068","154.9135",4931407,"1493596800.000000",PWNY
"64.6","63.3","64.6",963248,"1493337600.000000",BCUP
"155.4362","154.5747","155.3491",4153700,"1493337600.000000",PWNY
"65.16","64.11","64.4",920019,"1493251200.000000",BCUP
"155.3297","154.507","155.1458",4122568,"1493251200.000000",PWNY
"63.975","63.3","63.86",842253,"1493164800.000000",BCUP
"155.9298","154.7586","155.3781",4325281,"1493164800.000000",PWNY
"64.71","63.06","63.65",1071310,"1493078400.000000",BCUP
"156.8396","155.2329","156.588",4857061,"1493078400.000000",PWNY
"63.52","62.48",63,857767,"1492992000.000000",BCUP
"156.3847","155.2716","156.1137",5175505,"1492992000.000000",PWNY
"62.95","62.11","62.33",793774,"1492732800.000000",BCUP
"156.9074","155.2329","156.8493",5600467,"1492732800.000000",PWNY
"62.3","61.235","61.81",679457,"1492646400.000000",BCUP
"157.1881","155.3491","156.1427",6486767,"1492646400.000000",PWNY
"61.93","61.07","61.18",800022,"1492560000.000000",BCUP
"157.4204","154.4779","156.5686",19282530,"1492560000.000000",PWNY
"61.36","59.81","60.06",919577,"1492473600.000000",BCUP
"166.1799","164.3796","165.3088",6004750,"1492473600.000000",PWNY
"60.21","59.24","59.66",1266068,"1492387200.000000",BCUP
"165.8025","164.1764","164.3022",3719276,"1492387200.000000",PWNY
"61.1","59.46","60.68",1795407,"1492041600.000000",BCUP
"165.8605","164.0893","164.4667",3203765,"1492041600.000000",PWNY
"61.58","60.3288","60.88",858568,"1491955200.000000",BCUP
"165.7057","164.5635","165.5508",3276921,"1491955200.000000",PWNY
"61.4699","60.1",61,657351,"1491868800.000000",BCUP
"165.7347","163.5569","165.1733",4890161,"1491868800.000000",PWNY
"61.5","60.86","61.23",669007,"1491782400.000000",BCUP
"167.022","165.5121","166.993",3789677,"1491782400.000000",PWNY
"61.53","60.44","61.01",864675,"1491523200.000000",BCUP
"167.3801","165.7831","166.5574",3588300,"1491523200.000000",PWNY
"61.3674","60.38","61.18",1014232,"1491436800.000000",BCUP
"167.9028","166.722","167.9028",3435303,"1491436800.000000",PWNY
"62.48","60.95","61.21",969288,"1491350400.000000",BCUP
"170.671","167.264","169.0933",6237613,"1491350400.000000",PWNY
"62.04","60.91","61.14",665605,"1491264000.000000",BCUP
"169.345","167.6995","167.9512",3108655,"1491264000.000000",PWNY
"62.8","60.83","62.4",1123462,"1491177600.000000",BCUP
"169.2579","167.8157","168.2416",4286497,"1491177600.000000",PWNY
"63.1","62.12","62.27",785245,"1490918400.000000",BCUP
"169.3353","168.1157","168.3964",2913386,"1490918400.000000",PWNY
"63.52","62.53","62.65",982125,"1490832000.000000",BCUP
"168.9869","168.1157","168.2803",3168198,"1490832000.000000",PWNY
"62.94","61.08","61.2",1455454,"1490745600.000000",BCUP
"168.8901","167.8931","168.7062",3083063,"1490745600.000000",PWNY
"61.68","60.6299",61,819312,"1490659200.000000",BCUP
"169.3837","167.4479","168.3577",3523345,"1490659200.000000",PWNY
"61.29","59.78","60.21",814165,"1490572800.000000",BCUP
"168.5707","166.5707","167.1478",3259022,"1490572800.000000",PWNY
"61.62","60.48","60.98",870845,"1490313600.000000",BCUP
"169.8677","167.8254","169.4999",3221645,"1490313600.000000",PWNY
"61.53","60.5","60.54",1149707,"1490227200.000000",BCUP
"170.0322","167.9899","168.832",3737732,"1490227200.000000",PWNY
"60.58","59.67",60,745456,"1490140800.000000",BCUP
"169.4418","167.2543","168.4545",3448947,"1490140800.000000",PWNY
"62.58",60,"62.41",1154187,"1490054400.000000",BCUP
"170.5742","168.2609","170.3613",3927626,"1490054400.000000",PWNY
"62.74","61.89","62.49",605745,"1489968000.000000",BCUP
"170.5258","169.5192","170.0128",2475875,"1489968000.000000",PWNY
"62.85","61.97","62.15",1316686,"1489708800.000000",BCUP
"171.1163","170.0128","170.6323",5916099,"1489708800.000000",PWNY
"62.34","61.58",62,1032289,"1489622400.000000",BCUP
"173.2553","171.1453","172.7327",4311734,"1489622400.000000",PWNY
"61.79","60.575","60.93",1134888,"1489536000.000000",BCUP
"170.6226","169.1417","170.0709",3810410,"1489536000.000000",PWNY
"61.33","60.2","60.83",1072516,"1489449600.000000",BCUP
"171.1453","169.5879","170.5258",3147484,"1489449600.000000",PWNY
"61.75","60.48","60.54",1419933,"1489363200.000000",BCUP
"172.3455","170.7533","172.1422",3481898,"1489363200.000000",PWNY
"60.97","60.04","60.69",1001288,"1489104000.000000",BCUP
"173.7296","171.726","172.4907",3100107,"1489104000.000000",PWNY
61,"59.35","60.82",812732,"1489017600.000000",BCUP
"173.4973","170.2355","173.4005",5443665,"1489017600.000000",PWNY
"61.29","60.39","60.8",1167713,"1488931200.000000",BCUP
"175.1428","173.5457","174.9492",3557388,"1488931200.000000",PWNY
"62.16","60.57","61.78",2436161,"1488844800.000000",BCUP
"175.4718","174.4165","174.9105",2977496,"1488844800.000000",PWNY
"62.48","61.34","61.99",924506,"1488758400.000000",BCUP
"175.1815","173.807","173.9522",3199175,"1488758400.000000",PWNY
63,"61.85","62.36",918414,"1488499200.000000",BCUP
"175.5009","173.9957","174.262",1824911,"1488499200.000000",PWNY
"63.95","62.54","63.83",1893116,"1488412800.000000",BCUP
"176.0429","174.6394","176.0429",2915947,"1488412800.000000",PWNY
"63.91","61.85","62.47",2596355,"1488326400.000000",BCUP
"176.6914","174.2523","174.6878",3001512,"1488326400.000000",PWNY
"62.6","61.4","62.53",1443819,"1488240000.000000",BCUP
"174.833","173.5941","173.6231",3273324,"1488240000.000000",PWNY
"63.15","61.37","61.46",1906471,"1488153600.000000",BCUP
"175.4331","173.5263","175.3751",3689926,"1488153600.000000",PWNY
"64.61","61.011","61.47",4657330,"1487894400.000000",BCUP
"175.6654","174.1168","174.4265",3298816,"1487894400.000000",PWNY
"65.36","64.01","64.99",3066089,"1487808000.000000",BCUP
"176.643","175.1137","176.1591",2282522,"1487808000.000000",PWNY
"66.46","64.38","65.18",2584056,"1487721600.000000",BCUP
"175.5202","174.3104","174.3104",3020538,"1487721600.000000",PWNY
"65.34","64.27","64.5",1844399,"1487635200.000000",BCUP
"174.9879","173.3715","174.804",4479596,"1487635200.000000",PWNY
"64.39","62.7201","62.93",1257939,"1487289600.000000",BCUP
"175.7429","174.2232","175.4331",3551140,"1487289600.000000",PWNY
"63.775","62.1","63.24",1597384,"1487203200.000000",BCUP
"176.9237","175.0653","175.6267",3251022,"1487203200.000000",PWNY
"63.23","61.67","61.86",1656779,"1487116800.000000",BCUP
"176.0816","174.0393","174.4168",2914083,"1487116800.000000",PWNY
"62.21","61.61","62.21",1380309,"1487030400.000000",BCUP
"174.3491","172.6262","172.8391",2775296,"1487030400.000000",PWNY
"62.96","61.36","62.92",1243417,"1486944000.000000",BCUP
"174.1265","173.1005","173.4876",3092266,"1486944000.000000",PWNY
"63.45","62.4","63.1",1205522,"1486684800.000000",BCUP
"173.1296","171.0872","171.6776",2930498,"1486684800.000000",PWNY
"63.23","61.32","61.47",1706665,"1486598400.000000",BCUP
"172.0938","170.2645","170.5162",3090208,"1486598400.000000",PWNY
"61.36","60.2","60.8",1032329,"1486512000.000000",BCUP
"171.8035","170.2355","171.8035",2912492,"1486512000.000000",PWNY
"61.34","60.26","60.26",1911323,"1486425600.000000",BCUP
"172.8875","170.2548","170.3516",3859161,"1486425600.000000",PWNY
"60.54","59.73","60.39",1029874,"1486339200.000000",BCUP
"170.3323","168.7836","169.6838",2650509,"1486339200.000000",PWNY
"60.88","59.2","59.2",2122356,"1486080000.000000",BCUP
"170.6807","169.2772","169.3837",3306324,"1486080000.000000",PWNY
"58.44",57,"57.6",2069709,"1485993600.000000",BCUP
"169.3547","167.9802","168.6384",2619514,"1485993600.000000",PWNY
"58.33","57.05","58.01",1363668,"1485907200.000000",BCUP
"170.0637","167.3414","169.3837",2795443,"1485907200.000000",PWNY
"57.89","55.82","56.92",1469867,"1485820800.000000",BCUP
"169.9451","168.0383","169.4321",4133448,"1485820800.000000",PWNY
"57.43","55.66","56.77",916229,"1485734400.000000",BCUP
"171.3873","168.9741","171.3002",4093251,"1485734400.000000",PWNY
"57.913","56.05","57.39",1102863,"1485475200.000000",BCUP
"173.4489","171.6099","172.7423",3482023,"1485475200.000000",PWNY
"59.1","57.35","58.9",1308536,"1485388800.000000",BCUP
"173.1392","171.8132","172.3455",3062355,"1485388800.000000",PWNY
60,"56.8","57.24",3755138,"1485302400.000000",BCUP
"173.4973","170.4774","170.6033",5917531,"1485302400.000000",PWNY
"54.72","53.56","54.15",1406084,"1485216000.000000",BCUP
"170.3516","165.6669","165.8605",6947945,"1485216000.000000",PWNY
"54.16","52.89","53.7",1476030,"1485129600.000000",BCUP
"165.7541","164.5539","164.6216",5432156,"1485129600.000000",PWNY
